,subj,iter,learning_rate_init,decay_rate_init,beta_value_choice_init,learning_rate,decay_rate,beta_value_choice,log_lik
146,63.0,2.0,0.9566997103547975,0.05577378251081011,2.6908545189360282,0.16841106502464678,0.4455615962743879,10.056721010194476,-9.796698883068268
147,63.0,3.0,0.8131528007395138,0.34002192585353397,4.58957620761669,0.14051051699343525,0.3760195666916868,10.645146104281336,-9.376879361260908
148,63.0,4.0,0.7214580714206544,0.31329970919047934,4.480622224334578,0.28537726092644167,0.7449757199261648,7.039906743750175,-10.359238423148627
149,63.0,5.0,0.6552843180291411,0.8470642595668514,2.598427306340133,0.1405101441831395,0.3760170178427617,10.64515684737195,-9.376865184366933
150,67.0,1.0,0.5898251589213143,0.9002599182908294,4.314479850184365,0.12776551277290288,0.2153151965315268,12.099043997838127,-9.178759281092294
151,67.0,2.0,0.25750469448291247,0.02559617511182688,2.342696311303374,0.25054278158567145,0.03428287750231006,2.8488909628029484,-13.837481849177745
152,67.0,3.0,0.21834249181846987,0.41012215785676753,2.2061172549001586,0.21834249181846982,0.41012215785676737,2.2061172549001578,-14.27527636176464
153,67.0,4.0,0.5806331870823164,0.5822017008462261,3.4700497838415263,0.12776557490232512,0.21531447838034024,12.099040842285417,-9.178753980578742
154,67.0,5.0,0.100944016771228,0.35819414871108723,4.305195518646164,0.10094401677122804,0.3581941487110872,4.305195518646164,-12.694266907886728
155,68.0,1.0,0.19226826379041762,0.5948306845453767,4.614098931330305,0.05192188674298468,0.5233693472380947,19.597416801605025,-11.138899226160508
156,68.0,2.0,0.2484253233475534,0.9773653438215024,3.58507761703017,0.11072279933338328,0.6621897753513079,14.57031246412723,-11.87426290971318
157,68.0,3.0,0.1764764504590579,0.1735279285912601,3.979231173991095,0.05192175270936975,0.523370837617748,19.597500526165618,-11.138874579916802
158,68.0,4.0,0.3612930784549474,0.7393039273877313,2.875113814969515,0.051921494915794786,0.5233690130289086,19.597396834980515,-11.138869547007127
159,68.0,5.0,0.3895108101665471,0.36213874948711866,2.0370959885869375,0.0519228711217683,0.5233680753743899,19.597108993488895,-11.138874495907235
160,69.0,1.0,0.35151314639109155,0.7567884076793894,3.3190498921451224,0.10103151773862769,0.3080866657506859,13.928833890851209,-8.874832566404972
161,69.0,2.0,0.5212676988133785,0.4133195513422381,2.2471087095581628,0.10103115560839418,0.3080851578474877,13.92888146750253,-8.874833211228124
162,69.0,3.0,0.03807373396536451,0.5825994357250527,4.049126588841228,0.03807373396536451,0.5825994357250527,4.049126588841228,-16.334580908804348
163,69.0,4.0,0.7075129135613281,0.9713440630395384,3.3813288312204364,0.10103148150850275,0.30808605167777237,13.928816448495022,-8.874836392702814
164,69.0,5.0,0.0926079603064196,0.05711453570624658,2.2702804932387726,0.10103105098442706,0.3080848304265533,13.928894522907488,-8.874846447091961
165,70.0,1.0,0.681935185257351,0.40143252904631066,4.779941428229961,0.1572363979219963,0.526902482667305,12.419756172809736,-10.217935683320242
166,70.0,2.0,0.0726568292136931,0.13002949460044477,4.4858942727097,0.11197741767133614,0.3859928494913579,14.556358927029347,-9.83276518343377
167,70.0,3.0,0.002616133906468865,0.6997545775484131,3.6001943061040507,0.11197914324293293,0.3859923593405785,14.556226604503554,-9.83277052190113
168,70.0,4.0,0.2426753613260536,0.6585059325145058,2.4049054546107933,0.24267536132605366,0.658505932514506,2.404905454610793,-14.291442530907247
169,70.0,5.0,0.3406084837446428,0.5337331405930898,2.9281631224224665,0.11197870763318887,0.38599232491054314,14.556298765525,-9.832765257327775
170,71.0,1.0,0.6847781866521563,0.3978741206373777,3.2906866795529552,0.14546734260627578,0.4081665257651685,9.00816265018498,-10.941242881702252
171,71.0,2.0,0.3437172965564046,0.15538867884857777,4.440285832057521,0.14493293931881965,0.4079202545968367,9.024511319114872,-10.94247696460838
172,71.0,3.0,0.5635787267953014,0.09620450682862802,3.95939827190295,0.1555882081031003,0.4376678540033033,8.771454420548052,-10.99713076076286
173,71.0,4.0,0.08727762459664568,0.6299233705369462,3.4346938552847046,0.08727762459664572,0.6299233705369465,3.4346938552847055,-15.034554118794455
174,71.0,5.0,0.9323162551554073,0.7692542011143877,4.150836817988859,0.1449333873573215,0.4079187019620961,9.024528288097112,-10.942469546839071
